vehicle_id,model,manufacture_year,age_years,age_months,mileage_km,mileage_miles,battery_capacity_kwh,current_capacity_kwh,battery_health_percent,battery_cycles,base_price_lkr,region,region_cost_multiplier,avg_temperature_c,fast_charge_ratio,home_charging_available,public_charging_frequency,previous_repairs,needs_repair,repair_type,service_provider,labor_hours,labor_rate_lkr_per_hour,labor_cost_lkr,parts_cost_lkr,diagnostic_fee_lkr,service_charge_lkr,total_repair_cost_lkr,under_warranty,warranty_coverage_percent,out_of_pocket_cost_lkr,total_cost_usd,out_of_pocket_usd
SLEV_07342,Hyundai IONIQ Electric,2018,8,96,81390,50573,38,28.88,75.99,406,15000000,Batticaloa,0.82,28.6,0.38,False,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07343,Nissan Leaf,2017,9,108,100559,62484,40,29.83,74.57,502,9000000,Galle,0.9,28.1,0.282,False,Very Frequent,6,True,Sensor Replacement,Hybrid Hub (Edirisinghe),4.54,3746.37,17011.44,42795.85,12516.38,3365.63,78822.39,False,0.0,78822.39,262.74,262.74
SLEV_07344,Nissan Leaf,2018,8,96,80826,50222,40,29.62,74.06,404,9000000,Ratnapura,0.87,27.4,0.816,True,Frequent,3,True,Battery Module Replacement,Independent EV Specialist,15.23,1676.87,25541.36,2503968.45,14380.35,200497.2,2613546.36,False,0.0,2613546.36,8711.82,8711.82
SLEV_07345,MG ZS EV,2024,2,24,16765,10417,44,40.95,93.06,83,11000000,Negombo,1.0,23.1,0.233,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07346,Kia Niro EV,2021,5,60,53939,33516,64,53.77,84.02,269,15000000,Anuradhapura,0.85,26.2,0.188,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07347,MG ZS EV,2021,5,60,59345,36875,44,35.59,80.89,296,11000000,Kurunegala,0.88,33.7,0.047,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07348,Nissan Leaf,2018,8,96,99424,61779,40,30.31,75.78,497,9000000,Matara,0.85,29.5,0.106,False,Rare,3,True,Body Panel Repair,General Auto Workshop,10.03,2424.48,24313.8,320769.61,9648.69,15212.3,375396.54,False,0.0,375396.54,1251.32,1251.32
SLEV_07349,Hyundai IONIQ Electric,2018,8,96,72148,44830,38,27.85,73.29,360,15000000,Jaffna,0.9,29.1,0.184,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07350,Mercedes B250e,2017,9,108,99753,61983,28,17.89,63.91,498,18000000,Batticaloa,0.82,31.6,0.304,True,Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07351,Volkswagen ID.4,2021,5,60,51352,31908,77,63.24,82.13,256,14000000,Kurunegala,0.88,23.9,0.263,False,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07352,MG ZS EV,2021,5,60,61173,38011,44,33.9,77.05,305,11000000,Jaffna,0.9,28.4,0.287,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07353,Tesla Model 3,2024,2,24,22509,13986,75,66.35,88.47,112,18000000,Jaffna,0.9,26.8,0.523,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07354,Wuling Air EV,2022,4,48,40438,25127,26,21.61,83.1,202,4500000,Matara,0.85,27.3,0.02,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07355,Mitsubishi i-MiEV,2012,14,168,188954,117410,16,8.0,50.0,944,2300000,Negombo,1.0,27.8,0.417,True,Rare,10,True,Brake System Service,Independent EV Specialist,3.29,2273.11,7470.99,131128.88,11406.35,4808.92,157899.42,False,0.0,157899.42,526.33,526.33
SLEV_07356,Hyundai Kona Electric,2020,6,72,79892,49642,64,54.17,84.63,399,15000000,Kandy,0.95,28.2,0.548,False,Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07357,Kia Niro EV,2020,6,72,58331,36245,64,49.86,77.91,291,15000000,Anuradhapura,0.85,30.4,0.056,False,Rare,2,True,Steering System Repair,Authorized Dealer,6.34,4021.48,25506.77,237962.88,8571.84,8592.35,290235.91,False,0.0,290235.91,967.45,967.45
SLEV_07358,Mercedes B250e,2017,9,108,91250,56700,28,18.47,65.96,456,18000000,Jaffna,0.9,30.4,0.249,True,Occasional,7,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07359,Volkswagen ID.4,2022,4,48,40072,24899,77,67.56,87.73,200,14000000,Batticaloa,0.82,24.2,0.358,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07360,Kia Niro EV,2020,6,72,54219,33690,64,55.75,87.1,271,15000000,Kandy,0.95,24.9,0.407,True,Rare,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07361,Nissan Leaf,2017,9,108,119255,74101,40,26.01,65.02,596,9000000,Galle,0.9,21.7,0.476,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07362,Mercedes B250e,2017,9,108,94307,58599,28,20.31,72.55,471,18000000,Kandy,0.95,25.8,0.097,True,Rare,1,True,Onboard Charger Replacement,Authorized Dealer,5.48,3715.62,20352.69,551552.4,11075.58,16812.97,625898.26,False,0.0,625898.26,2086.33,2086.33
SLEV_07363,Tesla Model 3,2020,6,72,53156,33029,75,56.86,75.82,265,18000000,Jaffna,0.9,22.9,0.303,True,Occasional,2,True,Battery Cooling System Repair,Browns Hybrid Care,8.48,2934.72,24880.68,525784.4,9685.58,23574.34,573584.06,False,0.0,573584.06,1911.95,1911.95
SLEV_07364,Mahindra e2o,2017,9,108,101841,63281,10,7.18,71.82,509,2500000,Negombo,1.0,27.4,0.455,False,Occasional,1,True,Door Lock Actuator,Authorized Dealer,10.48,3420.57,35840.87,91405.3,4486.84,6555.23,132747.56,False,0.0,132747.56,442.49,442.49
SLEV_07365,Volkswagen ID.4,2021,5,60,30545,18979,77,63.35,82.27,152,14000000,Kandy,0.95,27.2,0.104,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07366,Nissan Leaf,2017,9,108,87496,54367,40,30.65,76.63,437,9000000,Colombo,1.15,28.2,0.662,False,Frequent,4,True,Headlight/Taillight Replace,Independent EV Specialist,2.57,4420.76,11358.42,70447.65,10328.36,6228.17,96278.48,False,0.0,96278.48,320.93,320.93
SLEV_07367,Volkswagen ID.4,2024,2,24,25440,15807,77,75.14,97.58,127,14000000,Ratnapura,0.87,30.6,0.135,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07368,Nissan Leaf 62kWh,2024,2,24,15114,9391,62,55.74,89.9,75,12000000,Galle,0.9,25.8,0.461,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07369,Mahindra e2o,2015,11,132,112788,70083,10,6.7,67.01,563,2500000,Anuradhapura,0.85,27.2,0.41,True,Occasional,5,True,AC Compressor Repair,Independent EV Specialist,6.59,3144.46,20731.21,471486.23,10408.02,24904.2,513516.27,False,0.0,513516.27,1711.72,1711.72
SLEV_07370,Mercedes B250e,2015,11,132,140101,87054,28,16.14,57.65,700,18000000,Kandy,0.95,26.8,0.123,False,Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07371,Mahindra e2o,2019,7,84,52039,32335,10,7.18,71.84,260,2500000,Kandy,0.95,27.9,0.184,True,Very Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07372,Nissan Leaf,2022,4,48,43348,26935,40,32.84,82.09,216,9000000,Galle,0.9,23.6,0.111,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07373,Tesla Model S,2020,6,72,41870,26016,100,81.11,81.11,209,33000000,Kandy,0.95,28.5,0.423,True,Rare,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07374,Tesla Model 3,2017,9,108,99224,61654,75,50.95,67.93,496,18000000,Kandy,0.95,31.6,0.266,False,Frequent,4,True,Body Panel Repair,Authorized Dealer,11.45,4480.78,51321.07,313922.29,14285.9,11537.78,392057.28,False,0.0,392057.28,1306.86,1306.86
SLEV_07375,Nissan Leaf,2018,8,96,107353,66706,40,27.47,68.68,536,9000000,Kurunegala,0.88,29.8,0.362,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07376,Mercedes B250e,2016,10,120,94700,58843,28,18.37,65.61,473,18000000,Negombo,1.0,26.8,0.219,True,Frequent,6,True,Charging Port Repair,Authorized Dealer,1.62,3347.45,5408.75,228551.71,9471.53,12378.55,258366.75,False,0.0,258366.75,861.22,861.22
SLEV_07377,Wuling Air EV,2023,3,36,33721,20953,26,23.25,89.42,168,4500000,Kandy,0.95,29.4,0.341,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07378,MG ZS EV,2022,4,48,14211,8830,44,38.88,88.37,71,11000000,Jaffna,0.9,30.5,0.184,True,Frequent,1,True,AC Compressor Repair,Hybrid Hub (Edirisinghe),13.35,3574.2,47709.66,121968.88,6784.64,9601.42,189059.25,False,0.0,189059.25,630.2,630.2
SLEV_07379,Tesla Model S,2015,11,132,97382,60510,100,61.39,61.39,486,33000000,Anuradhapura,0.85,24.3,0.225,True,Rare,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07380,Volkswagen ID.4,2021,5,60,68711,42695,77,61.62,80.03,343,14000000,Negombo,1.0,25.9,0.053,True,Very Frequent,2,True,Body Panel Repair,General Auto Workshop,3.85,1896.09,7302.7,121859.3,5728.44,4622.16,134688.64,False,0.0,134688.64,448.96,448.96
SLEV_07381,Mahindra e2o,2019,7,84,61303,38091,10,7.66,76.64,306,2500000,Galle,0.9,24.9,0.187,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07382,BMW i3,2014,12,144,99149,61608,42,25.23,60.07,495,15000000,Matara,0.85,28.3,0.205,False,Occasional,8,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07383,Wuling Air EV,2021,5,60,46200,28707,26,22.21,85.43,231,4500000,Ratnapura,0.87,35.2,0.48,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07384,Volkswagen ID.4,2023,3,36,33359,20728,77,66.71,86.63,166,14000000,Colombo,1.15,28.5,0.288,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07385,BMW i3,2016,10,120,104920,65194,42,28.11,66.93,524,15000000,Galle,0.9,25.1,0.119,False,Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07386,Mitsubishi i-MiEV,2018,8,96,79254,49246,16,11.62,72.65,396,2300000,Colombo,1.15,25.6,0.719,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07387,Nissan Leaf 62kWh,2022,4,48,28722,17847,62,58.21,93.88,143,12000000,Galle,0.9,31.2,0.676,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07388,Tesla Model S,2023,3,36,35933,22327,100,88.21,88.21,179,33000000,Matara,0.85,29.1,0.391,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07389,Tesla Model 3,2023,3,36,23701,14727,75,64.8,86.4,118,18000000,Batticaloa,0.82,22.6,0.173,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07390,Mahindra e2o,2016,10,120,122681,76230,10,5.76,57.63,613,2500000,Negombo,1.0,29.4,0.221,False,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07391,Wuling Air EV,2021,5,60,51434,31959,26,20.94,80.53,257,4500000,Kandy,0.95,33.9,0.316,False,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07392,Wuling Air EV,2022,4,48,47599,29576,26,22.54,86.69,237,4500000,Kandy,0.95,24.2,0.694,False,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07393,Tesla Model S,2022,4,48,30082,18692,100,85.19,85.19,150,33000000,Galle,0.9,27.7,0.238,False,Occasional,2,True,Sensor Replacement,Independent EV Specialist,11.09,2071.09,29847.67,51250.89,11141.93,2914.04,92511.4,False,0.0,92511.4,308.37,308.37
SLEV_07394,Mercedes B250e,2017,9,108,85474,53111,28,18.4,65.7,427,18000000,Negombo,1.0,28.4,0.26,True,Very Frequent,7,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07395,Tesla Model 3,2024,2,24,21477,13345,75,63.93,85.24,107,18000000,Kurunegala,0.88,30.5,0.206,False,Frequent,1,True,AC Compressor Repair,Hybrid Hub (Edirisinghe),12.28,2286.57,28079.61,297577.32,11511.44,10083.83,354088.14,False,0.0,354088.14,1180.29,1180.29
SLEV_07396,Hyundai Kona Electric,2022,4,48,30493,18947,64,54.15,84.61,152,15000000,Ratnapura,0.87,30.1,0.356,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07397,MG ZS EV,2020,6,72,67583,41994,44,33.59,76.35,337,11000000,Batticaloa,0.82,26.3,0.122,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07398,BYD Atto 3,2024,2,24,20083,12478,60,55.44,92.41,100,12000000,Matara,0.85,27.8,0.141,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07399,Tesla Model S,2018,8,96,84938,52778,100,75.66,75.66,424,33000000,Kurunegala,0.88,28.5,0.382,True,Occasional,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07400,Hyundai Kona Electric,2022,4,48,27370,17006,64,51.2,80.0,136,15000000,Jaffna,0.9,22.8,0.154,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07401,Wuling Air EV,2023,3,36,52319,32509,26,22.54,86.68,261,4500000,Negombo,1.0,31.3,0.275,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07402,Mitsubishi i-MiEV,2016,10,120,100463,62424,16,10.09,63.03,502,2300000,Colombo,1.15,31.2,0.269,True,Frequent,4,True,AC Compressor Repair,Independent EV Specialist,6.85,2035.37,13937.29,185525.43,6424.35,4274.9,216758.68,False,0.0,216758.68,722.53,722.53
SLEV_07403,Hyundai Kona Electric,2019,7,84,60261,37444,64,51.38,80.28,301,15000000,Galle,0.9,29.6,0.239,False,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07404,Nissan Leaf 62kWh,2023,3,36,18276,11356,62,55.64,89.75,91,12000000,Colombo,1.15,31.0,0.629,True,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07405,Nissan Leaf 62kWh,2021,5,60,49803,30946,62,52.25,84.28,249,12000000,Anuradhapura,0.85,30.0,0.062,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07406,Hyundai IONIQ Electric,2019,7,84,79022,49101,38,31.04,81.68,395,15000000,Colombo,1.15,25.1,0.596,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07407,Mahindra e2o,2015,11,132,113703,70651,10,6.64,66.4,568,2500000,Kurunegala,0.88,31.3,0.369,True,Rare,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07408,Nissan Leaf 62kWh,2022,4,48,37014,22999,62,56.33,90.85,185,12000000,Anuradhapura,0.85,28.8,0.128,False,Frequent,1,True,Battery Module Replacement,Authorized Dealer,17.39,4538.02,78935.17,2482904.49,14219.43,68777.96,2687052.03,False,0.0,2687052.03,8956.84,8956.84
SLEV_07409,Hyundai IONIQ Electric,2020,6,72,95612,59410,38,31.34,82.48,478,15000000,Ratnapura,0.87,24.8,0.548,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07410,Mercedes B250e,2016,10,120,49237,30594,28,19.33,69.02,246,18000000,Jaffna,0.9,28.5,0.245,False,Occasional,5,True,Body Panel Repair,Hybrid Hub (Edirisinghe),11.42,2620.76,29916.92,82506.09,13271.52,3383.97,125020.88,False,0.0,125020.88,416.74,416.74
SLEV_07411,BYD Atto 3,2023,3,36,21105,13114,60,51.64,86.06,105,12000000,Kandy,0.95,33.3,0.344,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07412,Mahindra e2o,2018,8,96,59876,37205,10,7.46,74.63,299,2500000,Matara,0.85,26.7,0.526,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07413,Wuling Air EV,2024,2,24,12613,7837,26,24.89,95.72,63,4500000,Jaffna,0.9,27.5,0.278,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07414,BMW i3,2015,11,132,95128,59109,42,29.4,70.01,475,15000000,Jaffna,0.9,29.4,0.107,True,Rare,2,True,Headlight/Taillight Replace,General Auto Workshop,4.85,2214.63,10730.86,199793.38,9668.25,12282.93,227515.88,False,0.0,227515.88,758.39,758.39
SLEV_07415,Hyundai IONIQ Electric,2024,2,24,18216,11318,38,32.38,85.21,91,15000000,Anuradhapura,0.85,26.8,0.187,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07416,Hyundai Kona Electric,2023,3,36,26154,16251,64,58.06,90.72,130,15000000,Anuradhapura,0.85,27.4,0.573,True,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07417,Hyundai IONIQ Electric,2022,4,48,37811,23494,38,30.98,81.52,189,15000000,Batticaloa,0.82,26.5,0.288,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07418,Wuling Air EV,2023,3,36,25579,15894,26,23.58,90.68,127,4500000,Negombo,1.0,23.1,0.375,True,Very Frequent,1,True,Onboard Charger Replacement,Hybrid Hub (Edirisinghe),9.33,4054.37,37839.13,412504.53,11339.23,22175.91,494258.01,False,0.0,494258.01,1647.53,1647.53
SLEV_07419,Tesla Model 3,2018,8,96,53573,33288,75,58.2,77.6,267,18000000,Colombo,1.15,26.8,0.258,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07420,Wuling Air EV,2023,3,36,10474,6508,26,24.75,95.18,52,4500000,Jaffna,0.9,30.7,0.316,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07421,MG ZS EV,2024,2,24,20827,12941,44,41.59,94.52,104,11000000,Anuradhapura,0.85,25.4,0.226,False,Rare,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07422,Kia Niro EV,2021,5,60,59099,36722,64,48.32,75.49,295,15000000,Anuradhapura,0.85,26.0,0.485,False,Rare,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07423,Hyundai IONIQ Electric,2020,6,72,65950,40979,38,30.43,80.09,329,15000000,Kurunegala,0.88,30.4,0.096,False,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07424,BMW i3,2023,3,36,46491,28888,42,38.22,91.0,232,15000000,Anuradhapura,0.85,28.2,0.442,True,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07425,BMW i3,2023,3,36,27176,16886,42,35.76,85.15,135,15000000,Galle,0.9,23.2,0.272,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07426,Tesla Model 3,2020,6,72,65505,40702,75,61.68,82.24,327,18000000,Kurunegala,0.88,31.3,0.351,False,Rare,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07427,MG ZS EV,2023,3,36,37280,23164,44,40.47,91.97,186,11000000,Colombo,1.15,26.9,0.355,False,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07428,Volkswagen ID.4,2022,4,48,38894,24167,77,63.21,82.09,194,14000000,Galle,0.9,28.4,0.48,True,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07429,Mercedes B250e,2019,7,84,51650,32093,28,21.99,78.53,258,18000000,Jaffna,0.9,32.4,0.295,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07430,MG ZS EV,2019,7,84,83452,51854,44,32.02,72.77,417,11000000,Galle,0.9,31.7,0.258,True,Very Frequent,4,True,High Voltage Cable Replacement,Independent EV Specialist,5.16,1612.08,8310.69,100913.83,9927.15,3998.56,123286.92,False,0.0,123286.92,410.96,410.96
SLEV_07431,Nissan Leaf,2021,5,60,57981,36027,40,34.32,85.79,289,9000000,Kurunegala,0.88,23.8,0.577,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07432,Mercedes B250e,2014,12,144,136346,84721,28,17.18,61.37,681,18000000,Galle,0.9,29.7,0.271,True,Rare,3,True,Battery Thermal Management,Hybrid Hub (Edirisinghe),7.38,1904.75,14057.9,1048469.65,10724.31,71806.61,1198463.74,False,0.0,1198463.74,3994.88,3994.88
SLEV_07433,Tesla Model 3,2017,9,108,86842,53961,75,52.18,69.58,434,18000000,Negombo,1.0,31.0,0.45,True,Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07434,Nissan Leaf 62kWh,2023,3,36,26925,16730,62,57.49,92.72,134,12000000,Colombo,1.15,20.9,0.431,False,Rare,2,True,High Voltage Cable Replacement,General Auto Workshop,3.44,2864.68,9868.31,126862.42,4002.01,6427.91,154490.53,False,0.0,154490.53,514.97,514.97
SLEV_07435,Tesla Model 3,2020,6,72,76407,47477,75,53.14,70.85,382,18000000,Matara,0.85,24.1,0.717,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07436,Hyundai IONIQ Electric,2024,2,24,19777,12288,38,34.81,91.6,98,15000000,Negombo,1.0,26.6,0.232,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07437,Nissan Leaf,2015,11,132,167882,104317,40,24.38,60.95,839,9000000,Anuradhapura,0.85,32.3,0.414,True,Rare,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07438,MG ZS EV,2021,5,60,50427,31333,44,35.27,80.16,252,11000000,Galle,0.9,29.7,0.144,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_07439,Hyundai Kona Electric,2024,2,24,11439,7107,64,56.17,87.76,57,15000000,Batticaloa,0.82,32.3,0.14,False,Frequent,0,True,DC-DC Converter Repair,Browns Hybrid Care,3.49,3338.72,11646.29,337277.04,13474.39,9879.02,378579.04,False,0.0,378579.04,1261.93,1261.93
SLEV_07440,Tesla Model S,2021,5,60,39110,24301,100,82.37,82.37,195,33000000,Anuradhapura,0.85,26.9,0.708,False,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
